motion_id,meeting_id,meeting_type,vote_date,vote_number,agenda_description,vote_start_date_time,decision,member_vote_count,vote_counts
18542-10421,18542,City Finance & Services,2024-12-11,10421,Member Motion 4. Partnering on a Carbon Offset Project to Fund Energy Retrofits of Non-Profit Housing,2024-12-11T15:40:07-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18542-10419,18542,City Finance & Services,2024-12-11,10419,Member Motion 4. Partnering on a Carbon Offset Project to Fund Energy Retrofits of Non-Profit Housing,2024-12-11T15:37:21-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18542-10418,18542,City Finance & Services,2024-12-11,10418,Member Motion 3. Preserving of the City's Purchasing Power Through Diversification of Financial Reserves,2024-12-11T15:25:36-08:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18542-10417,18542,City Finance & Services,2024-12-11,10417,Member Motion 2. The East Van Cross: Making Vancouver's Iconic Landmark More Vibrant and Accessible,2024-12-11T13:22:01-08:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18542-10416,18542,City Finance & Services,2024-12-11,10416,Member Motion 2. The East Van Cross: Making Vancouver's Iconic Landmark More Vibrant and Accessible,2024-12-11T13:21:17-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18542-10415,18542,City Finance & Services,2024-12-11,10415,Member Motion 1. Support for Japanese Canadian Interpretive Centre at Hastings Park,2024-12-11T11:55:12-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18542-10414,18542,City Finance & Services,2024-12-11,10414,Report 4. Contract Award for the Construction of the Early Works for the FIFA World Cup 26,2024-12-11T11:23:15-08:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18570-10413,18570,Public Hearing,2024-12-10,10413,1. 2610 Marine Crescent - Heathfield House - Heritage Designation,2024-12-10T20:37:24-08:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 5, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18570-10412,18570,Public Hearing,2024-12-10,10412,2. CD-1 Text Amendment: 8 East Broadway (Formerly 2-24 East Broadway and 2520 Ontario Street),2024-12-10T20:37:11-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18570-10411,18570,Public Hearing,2024-12-10,10411,3. CD-1 Rezoning: 1726 West 11th Avenue,2024-12-10T20:36:26-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18570-10410,18570,Public Hearing,2024-12-10,10410,4. CD-1 Rezoning: 1365 West 12th Avenue,2024-12-10T20:35:10-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10400,18541,Council,2024-12-10,10400,RR7. CD-1 Rezoning: 1434-1456 West 8th Avenue,2024-12-10T12:36:00-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10399,18541,Council,2024-12-10,10399,RR6. CD-1 Rezoning: 1190 West 10th Avenue,2024-12-10T12:35:46-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10398,18541,Council,2024-12-10,10398,RR5. Miscellaneous Amendments Concerning Various CD-1 By-laws and Schedule E of the Zoning and Development By-law,2024-12-10T12:35:11-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10397,18541,Council,2024-12-10,10397,RR4. Rezoning: 5889-5925 Dunbar Street,2024-12-10T12:34:53-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10396,18541,Council,2024-12-10,10396,RR3. Rezoning: 626 West 32nd Avenue,2024-12-10T12:34:28-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10395,18541,Council,2024-12-10,10395,RR2. CD-1 Rezoning: 1245-1265 West 10th Avenue,2024-12-10T12:34:10-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10394,18541,Council,2024-12-10,10394,RR1. Rezoning: 2520-2544 West 16th Avenue and 3223 Larch Street,2024-12-10T12:33:41-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 1, ""Ineligible"": 0}"
18541-10392,18541,Council,2024-12-10,10392,R5. Community Housing Incentive Program Grant - Three-Point Housing Society,2024-12-10T12:32:59-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10391,18541,Council,2024-12-10,10391,R4. 2511 Carolina Street - Closure of Portions of Street to Accommodate Heritage Building Encroachments,2024-12-10T12:32:37-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10390,18541,Council,2024-12-10,10390,R3. Selection of and Terms for Social Housing Operator at 5718 Choy Yuen Crescent,2024-12-10T12:32:20-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10388,18541,Council,2024-12-10,10388,R2. 2025 Land Assessment Averaging: Notice to BC Assessment Authority,2024-12-10T12:31:53-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10387,18541,Council,2024-12-10,10387,"Comm 2. Correction of Administrative Error - June 20, 2024, Auditor General Committee Meeting",2024-12-10T12:31:23-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10385,18541,Council,2024-12-10,10385,Comm 1. Change to Council Meeting Schedule,2024-12-10T12:30:16-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10383,18541,Council,2024-12-10,10383,"R1f) A (THAT, a, b, c, and FURTHER THAT), and B through J - 2025 Draft Operating and Capital Budget",2024-12-10T12:06:07-08:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10382,18541,Council,2024-12-10,10382,R1f) K (FURTHER THAT) 2025 Draft Operating and Capital Budget,2024-12-10T12:05:34-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10381,18541,Council,2024-12-10,10381,R1f) K(THAT) 2025 Draft Operating and Capital Budget,2024-12-10T12:04:54-08:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10380,18541,Council,2024-12-10,10380,R1f) A(d) 2025 Draft Operating and Capital Budget,2024-12-10T12:03:47-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 2, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10379,18541,Council,2024-12-10,10379,R1f) 2025 Draft Operating and Capital Budget - Amendment,2024-12-10T11:10:09-08:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10378,18541,Council,2024-12-10,10378,R1f) 2025 Draft Operating and Capital Budget - Amendment,2024-12-10T10:59:49-08:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10377,18541,Council,2024-12-10,10377,R1f) 2025 Draft Operating and Capital Budget - Amendment,2024-12-10T10:16:15-08:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 5, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10376,18541,Council,2024-12-10,10376,R1e) 2025 False Creek Neighbourhood Energy Utility Customer Rates,2024-12-10T09:50:33-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10375,18541,Council,2024-12-10,10375,R1d) 2025 Solid Waste Utility Fees and By-law Changes,2024-12-10T09:49:46-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10374,18541,Council,2024-12-10,10374,R1c) 2025 Annual Review of Sewer Rates - Sewer and Watercourse By-law,2024-12-10T09:49:01-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10373,18541,Council,2024-12-10,10373,R1b) 2025 Annual Review of Water Rates and Water Works By-law Amendments,2024-12-10T09:48:06-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18541-10372,18541,Council,2024-12-10,10372,R1a) 2025 Engineering Fees,2024-12-10T09:47:02-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18540-10371,18540,Special Council,2024-12-03,10371,R2. 2024 Budget Adjustments - Vancouver Police Department and Vancouver Fire Rescue Services,2024-12-03T13:42:34-08:00,Carried Unanimously,11,"{""In Favour"": 5, ""In Opposition"": 0, ""Abstain"": 3, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18540-10370,18540,Special Council,2024-12-03,10370,R2. 2024 Budget Adjustments - Vancouver Police Department and Vancouver Fire Rescue Services,2024-12-03T13:42:13-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10369,18538,Policy & Strategic Priorities,2024-11-27,10369,"2025 Fee Increases for Rezoning, Development, Building, and other Related
Permits",2024-11-27T21:30:20-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10368,18538,Policy & Strategic Priorities,2024-11-27,10368,Motion 3. Ensuring Councillors Motions Maintain Public Confidence in the Good Rule of the City,2024-11-27T21:29:55-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10367,18538,Policy & Strategic Priorities,2024-11-27,10367,Motion 3. Ensuring Councillors Motions Maintain Public Confidence in the Good Rule of the City,2024-11-27T21:28:08-08:00,Lost,11,"{""In Favour"": 4, ""In Opposition"": 3, ""Abstain"": 1, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10364,18538,Policy & Strategic Priorities,2024-11-27,10364,Motion 2. Formalizing the 100 Block of Robson Street as a Dedicated Fan Zone,2024-11-27T21:27:26-08:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10363,18538,Policy & Strategic Priorities,2024-11-27,10363,Motion 2. Formalizing the 100 Block of Robson Street as a Dedicated Fan Zone,2024-11-27T21:27:18-08:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10362,18538,Policy & Strategic Priorities,2024-11-27,10362,R7. Contract Award for Service Provider to Assist the City in the Planning and Delivery of the FIFA Fan Festival T,2024-11-27T21:26:10-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10361,18538,Policy & Strategic Priorities,2024-11-27,10361,R6. Contract Award for Provision of Advanced Water Metering Infrastructure,2024-11-27T21:25:59-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10360,18538,Policy & Strategic Priorities,2024-11-27,10360,R5. Change Order to Deloitte Inc. Consulting Services Agreement for SAP S/4HANA Conversion,2024-11-27T21:25:50-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10359,18538,Policy & Strategic Priorities,2024-11-27,10359,R3. 2024 SRO Upgrading Grant and Arts and Culture Grant,2024-11-27T21:25:18-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10358,18538,Policy & Strategic Priorities,2024-11-27,10358,Motion 3. Ensuring Councillors Motions Maintain Public Confidence in the Good Rule of the City,2024-11-27T21:13:33-08:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10356,18538,Policy & Strategic Priorities,2024-11-27,10356,Motion 3. Ensuring Councillors Motions Maintain Public Confidence in the Good Rule of the City,2024-11-27T21:09:46-08:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10355,18538,Policy & Strategic Priorities,2024-11-27,10355,Motion 3. Ensuring Councillors Motions Maintain Public Confidence in the Good Rule of the City,2024-11-27T21:00:41-08:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 2, ""Abstain"": 1, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10354,18538,Policy & Strategic Priorities,2024-11-27,10354,Motion 2. Formalizing the 100 Block of Robson Street as a Dedicated Fan Zone,2024-11-27T20:40:49-08:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10353,18538,Policy & Strategic Priorities,2024-11-27,10353,Motion 1. Advocating for Climate-Resilient Housing Standards in Response to Extreme Heat Events,2024-11-27T20:23:28-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10352,18538,Policy & Strategic Priorities,2024-11-27,10352,R8. Allowing Gas Heating and Hot Water in New Construction,2024-11-27T20:13:24-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10351,18538,Policy & Strategic Priorities,2024-11-27,10351,R8. Allowing Gas Heating and Hot Water in New Construction,2024-11-27T20:12:44-08:00,Lost,11,"{""In Favour"": 5, ""In Opposition"": 5, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10350,18538,Policy & Strategic Priorities,2024-11-27,10350,R8. Allowing Gas Heating and Hot Water in New Construction,2024-11-27T20:12:05-08:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 4, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10349,18538,Policy & Strategic Priorities,2024-11-27,10349,R2. 2024 Community Services and Other Social Grants,2024-11-27T11:23:11-08:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18538-10348,18538,Policy & Strategic Priorities,2024-11-27,10348,R2. 2024 Community Services and Other Social Grants,2024-11-27T11:22:23-08:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18569-10347,18569,Public Hearing,2024-11-26,10347,3. CD-1 Rezoning: 1960 West 7th Avenue,2024-11-26T20:14:45-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18569-10345,18569,Public Hearing,2024-11-26,10345,2. CD-1 Rezoning: 1068-1090 Burnaby Street and 1318 Thurlow Street,2024-11-26T19:18:32-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18569-10344,18569,Public Hearing,2024-11-26,10344,1. Council Delegation of Authority to Approve the Form of Development,2024-11-26T18:26:19-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10342,18537,Council,2024-11-26,10342,Nomination Subcommittee Recommendations Transmittal Report,2024-11-26T16:57:01-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10341,18537,Council,2024-11-26,10341,Mayor's Budget Task Force Implementation Oversight Committee Recommendations Transmittal Report,2024-11-26T16:56:49-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10340,18537,Council,2024-11-26,10340,Applications to Government of British Columbia Funding Programs,2024-11-26T16:56:32-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10339,18537,Council,2024-11-26,10339,Vancouver Civic Theatres Rental Rates 2025-2026,2024-11-26T16:56:21-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10338,18537,Council,2024-11-26,10338,Business Improvement Areas (BIA) Renewals and Expansion 2025,2024-11-26T16:54:46-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10337,18537,Council,2024-11-26,10337,Mountain View Cemetery - 2025 Fee Increases and Adjustments,2024-11-26T16:54:32-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10336,18537,Council,2024-11-26,10336,Change to Council Meeting Schedule,2024-11-26T16:54:15-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18537-10335,18537,Council,2024-11-26,10335,Report Back on Parking Meter Fees in Chinatown and Amendments to the Street and Traffic By-law and the Parking Meter By-law,2024-11-26T10:39:47-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
